name	ha_id	collection_date	date_flags	region	country	division	location_1	location_2	subtype	clade_nextclade	short-clade	subclade	coverage	host	submitting_lab	accession_id	old_date	ha_segment_id	clade_gisaid	date	year
epi2610642/africa/south_africa/2023-05-23	EPI2610642	2023-05-23	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	98.9522700814901	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949162	2023-05-23	EPI2610642|R05643-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610634/africa/south_africa/2023-05-23	EPI2610634	2023-05-23	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949161	2023-05-23	EPI2610634|R05635-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610626/africa/south_africa/2023-05-23	EPI2610626	2023-05-23	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949160	2023-05-23	EPI2610626|R05630-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610618/africa/south_africa/2023-05-23	EPI2610618	2023-05-23	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949159	2023-05-23	EPI2610618|R05627-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610612/africa/south_africa/2023-05-23	EPI2610612	2023-05-23	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949158	2023-05-23	EPI2610612|R05624-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610608/africa/south_africa/2023-05-23	EPI2610608	2023-05-23	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949157	2023-05-23	EPI2610608|R05614-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610604/africa/south_africa/2023-05-22	EPI2610604	2023-05-22	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949156	2023-05-22	EPI2610604|R05602-23_4	3C.2a1b.2a.2a.3a.1	2023-05-22	2023
epi2610598/africa/south_africa/2023-05-23	EPI2610598	2023-05-23	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949155	2023-05-23	EPI2610598|R05568-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610592/africa/south_africa/2023-05-16	EPI2610592	2023-05-16	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	44.23748544819557	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949154	2023-05-16	EPI2610592|R05567-23_4	3C.2a1b.2a.2a.3a.1	2023-05-16	2023
epi2610585/africa/south_africa/2023-05-23	EPI2610585	2023-05-23	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949153	2023-05-23	EPI2610585|R05566-23_4	3C.2a1b.2a.2a.3a.1	2023-05-23	2023
epi2610578/africa/south_africa/2023-05-09	EPI2610578	2023-05-09	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949152	2023-05-09	EPI2610578|R04881-23_4	3C.2a1b.2a.2a.3a.1	2023-05-09	2023
epi2610572/africa/south_africa/2023-05-10	EPI2610572	2023-05-10	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949151	2023-05-10	EPI2610572|R04855-23_4	3C.2a1b.2a.2a.3a.1	2023-05-10	2023
epi2610565/africa/south_africa/2023-05-12	EPI2610565	2023-05-12	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949150	2023-05-12	EPI2610565|R04835-23_4	3C.2a1b.2a.2a.3a.1	2023-05-12	2023
epi2610558/africa/south_africa/2023-05-09	EPI2610558	2023-05-09	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949149	2023-05-09	EPI2610558|R04823-23_4	3C.2a1b.2a.2a.3a.1	2023-05-09	2023
epi2610550/africa/south_africa/2023-05-09	EPI2610550	2023-05-09	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949148	2023-05-09	EPI2610550|R04821-23_4	3C.2a1b.2a.2a.3a.1	2023-05-09	2023
epi2610542/africa/south_africa/2023-05-10	EPI2610542	2023-05-10	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949147	2023-05-10	EPI2610542|R04820-23_4	3C.2a1b.2a.2a.3a.1	2023-05-10	2023
epi2610536/africa/south_africa/2023-05-10	EPI2610536	2023-05-10	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949146	2023-05-10	EPI2610536|R04819-23_4	3C.2a1b.2a.2a.3a.1	2023-05-10	2023
epi2610528/africa/south_africa/2023-05-09	EPI2610528	2023-05-09	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949145	2023-05-09	EPI2610528|R04818-23_4	3C.2a1b.2a.2a.3a.1	2023-05-09	2023
epi2610520/africa/south_africa/2023-05-10	EPI2610520	2023-05-10	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949144	2023-05-10	EPI2610520|R04814-23_4	3C.2a1b.2a.2a.3a.1	2023-05-10	2023
epi2610512/africa/south_africa/2023-05-09	EPI2610512	2023-05-09	unchanged	Africa	South Africa	Western cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949143	2023-05-09	EPI2610512|R04813-23_4	3C.2a1b.2a.2a.3a.1	2023-05-09	2023
epi2610504/africa/south_africa/2023-05-10	EPI2610504	2023-05-10	unchanged	Africa	South Africa	North west			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949142	2023-05-10	EPI2610504|R04801-23_4	3C.2a1b.2a.2b	2023-05-10	2023
epi2610498/africa/south_africa/2023-05-08	EPI2610498	2023-05-08	unchanged	Africa	South Africa	Mpumalanga			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949141	2023-05-08	EPI2610498|R04790-23_4	3C.2a1b.2a.2a.3a.1	2023-05-08	2023
epi2610490/africa/south_africa/2023-05-08	EPI2610490	2023-05-08	unchanged	Africa	South Africa	Unknown			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949140	2023-05-08	EPI2610490|R04782-23_4	3C.2a1b.2a.2a.3a.1	2023-05-08	2023
epi2610482/africa/south_africa/2023-05-07	EPI2610482	2023-05-07	unchanged	Africa	South Africa	Western cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949139	2023-05-07	EPI2610482|R04787-23_4	3C.2a1b.2a.2a.3a.1	2023-05-07	2023
epi2610474/africa/south_africa/2023-05-09	EPI2610474	2023-05-09	unchanged	Africa	South Africa	Mpumalanga			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949138	2023-05-09	EPI2610474|R04778-23_4	3C.2a1b.2a.2a.3a.1	2023-05-09	2023
epi2610466/africa/south_africa/2023-05-07	EPI2610466	2023-05-07	unchanged	Africa	South Africa	Western cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949137	2023-05-07	EPI2610466|R04775-23_4	3C.2a1b.2a.2a.3a.1	2023-05-07	2023
epi2610460/africa/south_africa/2023-05-08	EPI2610460	2023-05-08	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949136	2023-05-08	EPI2610460|R04742-23_4	3C.2a1b.2a.2a.3a.1	2023-05-08	2023
epi2610455/africa/south_africa/2023-05-08	EPI2610455	2023-05-08	unchanged	Africa	South Africa	Western cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949135	2023-05-08	EPI2610455|R04732-23_4	3C.2a1b.2a.2a.3a.1	2023-05-08	2023
epi2610447/africa/south_africa/2023-05-08	EPI2610447	2023-05-08	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949123	2023-05-08	EPI2610447|R04731-23_4	3C.2a1b.2a.2b	2023-05-08	2023
epi2610439/africa/south_africa/2023-05-07	EPI2610439	2023-05-07	unchanged	Africa	South Africa	Western cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949109	2023-05-07	EPI2610439|R04728-23_4	3C.2a1b.2a.2a.3a.1	2023-05-07	2023
epi2610431/africa/south_africa/2023-05-06	EPI2610431	2023-05-06	unchanged	Africa	South Africa	Western cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949095	2023-05-06	EPI2610431|R04729-23_4	3C.2a1b.2a.2a.3a.1	2023-05-06	2023
epi2610424/africa/south_africa/2023-05-05	EPI2610424	2023-05-05	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949084	2023-05-05	EPI2610424|R04715-23_4	3C.2a1b.2a.2a.3a.1	2023-05-05	2023
epi2610416/africa/south_africa/2023-05-05	EPI2610416	2023-05-05	unchanged	Africa	South Africa	Eastern cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949075	2023-05-05	EPI2610416|R04689-23_4	3C.2a1b.2a.2a.1b	2023-05-05	2023
epi2610412/africa/south_africa/2023-05-04	EPI2610412	2023-05-04	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949065	2023-05-04	EPI2610412|R04640-23_4	3C.2a1b.2a.2a.3a.1	2023-05-04	2023
epi2610405/africa/south_africa/2023-04-26	EPI2610405	2023-04-26	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949054	2023-04-26	EPI2610405|R04630-23_4	3C.2a1b.2a.2a.3a.1	2023-04-26	2023
epi2610399/africa/south_africa/2023-05-04	EPI2610399	2023-05-04	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	38.24214202561117	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17949049	2023-05-04	EPI2610399|R04587-23_4	3C.2a1b.2a.2a.3a.1	2023-05-04	2023
epi2610392/africa/south_africa/2023-05-03	EPI2610392	2023-05-03	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891885	2023-05-03	EPI2610392|R04574-23_4	3C.2a1b.2a.2a.3a.1	2023-05-03	2023
epi2610384/africa/south_africa/2023-04-28	EPI2610384	2023-04-28	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891864	2023-04-28	EPI2610384|R04563-23_4	3C.2a1b.2a.2a.3a.1	2023-04-28	2023
epi2610376/africa/south_africa/2023-05-04	EPI2610376	2023-05-04	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891840	2023-05-04	EPI2610376|R04562-23_4	3C.2a1b.2a.2b	2023-05-04	2023
epi2610368/africa/south_africa/2023-05-03	EPI2610368	2023-05-03	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891816	2023-05-03	EPI2610368|R04556-23_4	3C.2a1b.2a.2a.3a.1	2023-05-03	2023
epi2610360/africa/south_africa/2023-04-28	EPI2610360	2023-04-28	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891792	2023-04-28	EPI2610360|R04552-23_4	3C.2a1b.2a.2a.3a.1	2023-04-28	2023
epi2610352/africa/south_africa/2023-04-26	EPI2610352	2023-04-26	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891767	2023-04-26	EPI2610352|R04533-23_4	3C.2a1b.2a.2a.1b	2023-04-26	2023
epi2610346/africa/south_africa/2023-05-04	EPI2610346	2023-05-04	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17891751	2023-05-04	EPI2610346|R04528-23_4	3C.2a1b.2a.2a.3a.1	2023-05-04	2023
