name	ha_id	collection_date	date_flags	region	country	division	location_1	location_2	subtype	clade_nextclade	short-clade	subclade	coverage	host	submitting_lab	accession_id	old_date	ha_segment_id	clade_gisaid	date	year
epi2774025/africa/south_africa/2023-06-06	EPI2774025	2023-06-06	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18385007	2023-06-06	EPI2774025|R06591-23_4	3C.2a1b.2a.2a.3a.1	2023-06-06	2023
epi2773931/africa/south_africa/2023-05-20	EPI2773931	2023-05-20	unchanged	Africa	South Africa	Province of Eastern Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	98.9522700814901	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18384995	2023-05-20	EPI2773931|R05557-23_4	3C.2a1b.2a.2a.1b	2023-05-20	2023
epi2773836/africa/south_africa/2022-03-22	EPI2773836	2022-03-22	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2c	2c	G.3	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18384954	2022-03-22	EPI2773836|R03557-22_4	3C.2a1b.2a.2c	2022-03-22	2022
epi2689264/africa/south_africa/2023-02-06	EPI2689264	2023-02-06	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106156	2023-02-06	EPI2689264|R06564-23_4	3C.2a1b.2a.2a.3a.1	2023-02-06	2023
epi2689251/africa/south_africa/2023-05-30	EPI2689251	2023-05-30	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	98.9522700814901	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106155	2023-05-30	EPI2689251|R06347-23_4	3C.2a1b.2a.2a.1b	2023-05-30	2023
epi2689216/africa/south_africa/2023-06-05	EPI2689216	2023-06-05	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106150	2023-06-05	EPI2689216|R06534-23_4	3C.2a1b.2a.2a.1b	2023-06-05	2023
epi2689118/africa/south_africa/2023-06-05	EPI2689118	2023-06-05	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106138	2023-06-05	EPI2689118|R06508-23_4	3C.2a1b.2a.2b	2023-06-05	2023
epi2689110/africa/south_africa/2023-06-02	EPI2689110	2023-06-02	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106136	2023-06-02	EPI2689110|R06506-23_4	3C.2a1b.2a.2b	2023-06-02	2023
epi2689056/africa/south_africa/2023-06-02	EPI2689056	2023-06-02	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106129	2023-06-02	EPI2689056|R06291-23_4	3C.2a1b.2a.2a.3a.1	2023-06-02	2023
epi2688915/africa/south_africa/2023-05-30	EPI2688915	2023-05-30	unchanged	Africa	South Africa	Province of Eastern Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106111	2023-05-30	EPI2688915|R06107-23_4	3C.2a1b.2a.2a.1b	2023-05-30	2023
epi2688835/africa/south_africa/2023-05-31	EPI2688835	2023-05-31	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106101	2023-05-31	EPI2688835|R06264-23_4	3C.2a1b.2a.2a.3a.1	2023-05-31	2023
epi2688756/africa/south_africa/2023-06-01	EPI2688756	2023-06-01	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106091	2023-06-01	EPI2688756|R06370-23_4	3C.2a1b.2a.2b	2023-06-01	2023
epi2688685/africa/south_africa/2023-06-01	EPI2688685	2023-06-01	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106081	2023-06-01	EPI2688685|R06359-23_4	3C.2a1b.2a.2a.1b	2023-06-01	2023
epi2688602/africa/south_africa/2023-06-02	EPI2688602	2023-06-02	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106071	2023-06-02	EPI2688602|R06350-23_4	3C.2a1b.2a.2a.1b	2023-06-02	2023
epi2688595/africa/south_africa/2023-05-26	EPI2688595	2023-05-26	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106070	2023-05-26	EPI2688595|R05919-23_4	3C.2a1b.2a.2a.1b	2023-05-26	2023
epi2688545/africa/south_africa/2023-05-25	EPI2688545	2023-05-25	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a	2a	G.1	96.91501746216532	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106064	2023-05-25	EPI2688545|R05915-23_4	3C.2a1b.2a.2b	2023-05-25	2023
epi2688509/africa/south_africa/2023-06-01	EPI2688509	2023-06-01	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106059	2023-06-01	EPI2688509|R06174-23_4	3C.2a1b.2a.2b	2023-06-01	2023
epi2688298/africa/south_africa/2023-05-29	EPI2688298	2023-05-29	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106032	2023-05-29	EPI2688298|R06007-23_4	3C.2a1b.2a.2a.3a.1	2023-05-29	2023
epi2688205/africa/south_africa/2023-05-24	EPI2688205	2023-05-24	unchanged	Africa	South Africa	KwaZulu Natal			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106019	2023-05-24	EPI2688205|R05808-23_4	3C.2a1b.2a.2b	2023-05-24	2023
epi2688173/africa/south_africa/2023-05-29	EPI2688173	2023-05-29	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106015	2023-05-29	EPI2688173|R05978-23_4	3C.2a1b.2a.2a.3a.1	2023-05-29	2023
epi2688110/africa/south_africa/2023-05-29	EPI2688110	2023-05-29	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2b	2b	G.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18106008	2023-05-29	EPI2688110|R05970-23_4	3C.2a1b.2a.2b	2023-05-29	2023
epi2688048/africa/south_africa/2023-05-26	EPI2688048	2023-05-26	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_18105999	2023-05-26	EPI2688048|R05948-23_4	3C.2a1b.2a.2a.3a.1	2023-05-26	2023
epi2543006/africa/south_africa/2022-07-05	EPI2543006	2022-07-05	unchanged	Africa	South Africa	Unknown			A / H3N2	3C.2a1b.2a.2c	2c	G.3	99.65075669383005	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17623461	2022-07-05	EPI2543006|barcode92_consensus_h3|HA	3C.2a1b.2a.2c	2022-07-05	2022
epi2536801/africa/south_africa/2022-03-22	EPI2536801	2022-03-22	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2c	2c	G.3	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_17566194	2022-03-22	EPI2536801|R3557-22_4	3C.2a1b.2a.2c	2022-03-22	2022
epi2312531/africa/south_africa/2022-06-20	EPI2312531	2022-06-20	unchanged	Africa	South Africa	Limpopo Province			A / H3N2	3C.2a1b.2a.2c	2c	G.3	99.41792782305005	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_16647550	2022-06-20	EPI2312531|A/South Africa/R07603/2022	3C.2a1b.2a.2c	2022-06-20	2022
epi2192352/africa/south_africa/2022-05-30	EPI2192352	2022-05-30	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2c	2c	G.3	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_15288576	2022-05-30	EPI2192352|3001291136_N8KA2BSL_v1_4	3C.2a1b.2a.2c	2022-05-30	2022
epi2159131/africa/south_africa/2022-05-23	EPI2159131	2022-05-23	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2c	2c	G.3	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_14870582	2022-05-23	EPI2159131|3001291133_N8KA2BS6_v1_4	3C.2a1b.2a.2c	2022-05-23	2022
epi2159108/africa/south_africa/2022-05-31	EPI2159108	2022-05-31	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2b	2b	G.2	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_14870532	2022-05-31	EPI2159108|3001291134_N8KA2BSB_v1_4	3C.2a1b.2a.2b	2022-05-31	2022
epi2159061/africa/south_africa/2022-06-02	EPI2159061	2022-06-02	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2b	2b	G.2	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_14870431	2022-06-02	EPI2159061|3001291135_N8KA2BSG_v1_4	3C.2a1b.2a.2b	2022-06-02	2022
epi2159045/africa/south_africa/2022-06-06	EPI2159045	2022-06-06	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2c	2c	G.3	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_14870288	2022-06-06	EPI2159045|3001291137_N8KA2BSQ_v1_4	3C.2a1b.2a.2c	2022-06-06	2022
epi4409134/africa/south_africa/2025-05-12	EPI4409134	2025-05-12	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19893366	2025-05-12	EPI4409134|R04392_25_4	3C.2a1b.2a.2a.3a.1	2025-05-12	2025
epi4409110/africa/south_africa/2025-05-07	EPI4409110	2025-05-07	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19893363	2025-05-07	EPI4409110|R04352_25_4	3C.2a1b.2a.2a.3a.1	2025-05-07	2025
epi4409006/africa/south_africa/2025-05-07	EPI4409006	2025-05-07	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19893350	2025-05-07	EPI4409006|R04268_25_4	3C.2a1b.2a.2a.3a.1	2025-05-07	2025
epi4408952/africa/south_africa/2025-05-06	EPI4408952	2025-05-06	unchanged	Africa	South Africa	North West			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19893343	2025-05-06	EPI4408952|R04209_25_4	3C.2a1b.2a.2a.3a.1	2025-05-06	2025
epi4316124/africa/south_africa/2025-04-10	EPI4316124	2025-04-10	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19860475	2025-04-10	EPI4316124|R03657_25_4	3C.2a1b.2a.2a.3a.1	2025-04-10	2025
epi4316028/africa/south_africa/2025-04-03	EPI4316028	2025-04-03	unchanged	Africa	South Africa	Province of the Western Cape			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19860463	2025-04-03	EPI4316028|R03498_25_4	3C.2a1b.2a.2a.3a.1	2025-04-03	2025
epi4251470/africa/south_africa/2025-02-02	EPI4251470	2025-02-02	unchanged	Africa	South Africa	Province of KwaZulu-Natal			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19828356	2025-02-02	EPI4251470|A/South Africa/R01758/2025	3C.2a1b.2a.2a.3a.1	2025-02-02	2025
epi3293044/africa/south_africa/2024-03-15	EPI3293044	2024-03-15	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.1	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19139322	2024-03-15	EPI3293044|R01967-24_4	3C.2a1b.2a.2a.3a.1	2024-03-15	2024
epi3226975/africa/south_africa/2024-02-14	EPI3226975	2024-02-14	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19067160	2024-02-14	EPI3226975|R01102-24_4	3C.2a1b.2a.2a.3a.1	2024-02-14	2024
epi3226953/africa/south_africa/2024-02-06	EPI3226953	2024-02-06	unchanged	Africa	South Africa	Gauteng			A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	99.0104772991851	Human	National Institute for Communicable Diseases (NICD)	EPI_ISL_19067156	2024-02-06	EPI3226953|R00713-24_4	3C.2a1b.2a.2a.3a.1	2024-02-06	2024
epi2732547/africa/south_africa/2023-07-06	EPI2732547	2023-07-06	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_18230440	2023-07-06	EPI2732547|3004157325_N8KIVETT_v1_4	3C.2a1b.2a.2a.3a.1	2023-07-06	2023
epi2732539/africa/south_africa/2023-04-28	EPI2732539	2023-04-28	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_18230439	2023-04-28	EPI2732539|3004157284_N8KIVEO4_v1_4	3C.2a1b.2a.2a.3a.1	2023-04-28	2023
epi2732523/africa/south_africa/2023-03-16	EPI2732523	2023-03-16	unchanged	Africa	South Africa				A / H3N2	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	100.0	Human	Centers for Disease Control and Prevention	EPI_ISL_18230437	2023-03-16	EPI2732523|3004157281_N8KIVENP_v1_4	3C.2a1b.2a.2a.3a.1	2023-03-16	2023
